carat,cut,color,clarity,depth,table,x,y,z,id,ts,prediction,price
1.6,Ideal,G,VS1,62.0,57.0,7.47,7.43,4.62,21788,2021-12-27 18:13:21.399655,11959.5,9856
1.13,Ideal,H,SI2,62.0,57.0,6.74,6.64,4.15,9218,2021-12-27 18:13:21.399655,5053.5,4556
0.41,'Very Good',I,VVS1,63.1,58.0,4.68,4.74,2.97,33978,2021-12-27 18:13:21.399655,692.0,847
0.27,'Very Good',F,VS1,62.4,55.0,4.12,4.15,2.58,26694,2021-12-27 18:13:21.399655,584.5,429
1.01,Good,H,VS2,59.6,64.0,6.53,6.45,3.87,10977,2021-12-27 18:13:21.399655,5184.0,4909
0.7,'Very Good',I,SI1,62.8,59.0,5.63,5.67,3.55,46381,2021-12-27 18:13:21.399655,1622.0,1763
0.53,Ideal,G,VS1,61.2,55.0,5.23,5.26,3.21,46275,2021-12-27 18:13:21.399655,2336.5,1754
1.76,Premium,H,VS2,62.2,60.0,7.72,7.68,4.79,25099,2021-12-27 18:13:21.399655,12510.5,13626
1.28,Ideal,G,SI1,62.4,58.0,6.89,6.95,4.32,18258,2021-12-27 18:13:21.399655,7993.0,7415
1.0,Premium,F,SI1,62.3,59.0,6.43,6.37,3.99,12631,2021-12-27 18:13:21.399655,5456.0,5292
0.57,Ideal,G,VVS2,61.7,56.0,5.33,5.3,3.28,50092,2021-12-27 18:13:21.399655,2994.0,2206
1.51,Ideal,E,VS2,62.8,56.0,7.31,7.24,4.57,25823,2021-12-27 18:13:21.399655,11050.5,14844
1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,9012,2021-12-27 18:13:21.399655,4899.0,4513
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,4260,2021-12-27 18:13:21.399655,3788.5,3580
0.71,Ideal,E,VS1,61.5,55.0,5.78,5.75,3.55,5027,2021-12-27 18:13:21.399655,4063.0,3748
0.39,'Very Good',E,I1,62.8,57.0,4.61,4.66,2.91,43906,2021-12-27 18:13:21.399655,-3252.5,511
1.51,Ideal,G,SI2,60.8,57.0,7.39,7.44,4.51,20193,2021-12-27 18:13:21.399655,9233.0,8637
1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,14620,2021-12-27 18:13:21.399655,6062.5,5902
1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99,15993,2021-12-27 18:13:21.399655,6788.0,6399
0.51,'Very Good',E,SI1,62.2,55.0,5.09,5.11,3.17,42475,2021-12-27 18:13:21.399655,1455.5,1318
0.23,'Very Good',D,VVS2,59.6,61.0,3.99,4.03,2.39,40938,2021-12-27 18:13:21.399655,917.0,499
0.32,Ideal,D,SI1,61.3,55.0,4.39,4.42,2.7,9360,2021-12-27 18:13:21.399655,422.5,589
0.4,Premium,D,SI1,60.3,62.0,4.75,4.7,2.85,36067,2021-12-27 18:13:21.399655,746.0,924
0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,42420,2021-12-27 18:13:21.399655,1062.5,1312
0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,37447,2021-12-27 18:13:21.399655,1698.0,984
0.3,Ideal,G,VVS2,62.5,53.8,4.26,4.3,2.68,29024,2021-12-27 18:13:21.399655,1062.0,687
1.17,'Very Good',H,VS2,59.6,59.0,6.84,6.88,4.09,13646,2021-12-27 18:13:21.399655,6941.5,5585
0.9,'Very Good',G,VS1,62.3,60.0,6.0,6.08,3.76,9157,2021-12-27 18:13:21.399655,5375.0,4540
0.7,Good,F,VVS2,63.1,57.0,5.59,5.66,3.55,1223,2021-12-27 18:13:21.399655,4049.0,2940
0.73,Ideal,H,IF,61.4,59.0,5.77,5.83,3.56,3625,2021-12-27 18:13:21.399655,4204.5,3429
0.3,'Very Good',I,SI1,61.2,58.0,4.28,4.31,2.63,3360,2021-12-27 18:13:21.399655,-1360.0,405
0.3,Ideal,G,IF,62.1,55.0,4.35,4.31,2.69,36804,2021-12-27 18:13:21.399655,1394.5,956
0.3,'Very Good',G,VS1,61.7,56.0,4.29,4.33,2.66,15365,2021-12-27 18:13:21.399655,537.0,605
0.7,'Very Good',I,VVS2,63.0,58.0,5.64,5.69,3.57,51375,2021-12-27 18:13:21.399655,2904.0,2367
0.5,Ideal,D,VS2,60.7,57.0,5.12,5.22,3.14,47437,2021-12-27 18:13:21.399655,2264.0,1854
1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,17314,2021-12-27 18:13:21.399655,6113.0,6937
1.01,Ideal,D,VVS1,62.5,55.0,6.39,6.44,4.01,23636,2021-12-27 18:13:21.399655,7403.0,11661
0.33,Premium,D,SI2,62.7,58.0,4.41,4.39,2.76,23031,2021-12-27 18:13:21.399655,-703.5,631
1.07,'Very Good',H,VVS2,61.3,56.0,6.54,6.59,4.03,16910,2021-12-27 18:13:21.399655,6790.5,6751
1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,11201,2021-12-27 18:13:21.399655,5525.0,4958
1.2,Premium,G,SI1,62.7,58.0,6.71,6.66,4.19,16146,2021-12-27 18:13:21.399655,7192.0,6451
0.9,'Very Good',D,VS1,59.1,60.0,6.24,6.28,3.7,14305,2021-12-27 18:13:21.399655,5844.0,5795
0.7,Ideal,G,VVS2,62.1,53.0,5.71,5.75,3.56,982,2021-12-27 18:13:21.399655,4126.5,2895
0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,5023,2021-12-27 18:13:21.399655,3904.0,3746
1.51,'Very Good',G,VS1,62.9,58.0,7.32,7.41,4.63,24930,2021-12-27 18:13:21.399655,10898.0,13378
0.51,Ideal,G,SI1,63.0,53.0,5.13,5.1,3.22,42423,2021-12-27 18:13:21.399655,1250.5,1312
1.5,Premium,G,VS2,62.5,59.0,7.27,7.23,4.53,24507,2021-12-27 18:13:21.399655,10558.0,12787
1.02,Premium,F,SI2,62.5,58.0,6.4,6.47,4.02,4752,2021-12-27 18:13:21.399655,4755.0,3686
0.8,Ideal,G,SI2,62.2,57.0,5.93,5.96,3.7,53355,2021-12-27 18:13:21.399655,2655.0,2657
0.73,'Very Good',H,VS1,61.6,59.0,5.74,5.81,3.56,53227,2021-12-27 18:13:21.399655,3308.5,2641
2.1,Premium,J,SI1,62.9,58.0,8.15,8.09,5.11,25282,2021-12-27 18:13:21.399655,13935.0,13930
1.5,Premium,D,VS2,61.8,60.0,7.37,7.3,4.53,26040,2021-12-27 18:13:21.399655,10974.5,15240
1.5,Good,E,SI2,64.5,58.0,7.06,7.11,4.57,19947,2021-12-27 18:13:21.399655,9221.0,8492
0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,47581,2021-12-27 18:13:21.399655,1698.0,1875
0.26,Ideal,E,VVS1,62.0,56.0,4.13,4.09,2.55,31676,2021-12-27 18:13:21.399655,1071.5,769
1.56,Premium,E,SI2,62.4,60.0,7.36,7.41,4.61,21849,2021-12-27 18:13:21.399655,9844.5,9909
1.0,Premium,G,VS1,62.0,62.0,6.38,6.33,3.94,15231,2021-12-27 18:13:21.399655,6116.5,6115
0.31,Ideal,G,IF,61.6,55.0,4.37,4.39,2.7,35184,2021-12-27 18:13:21.399655,1518.0,891
1.53,'Very Good',H,SI2,61.2,55.9,7.43,7.46,4.56,21242,2021-12-27 18:13:21.399655,8813.5,9391
0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77,414,2021-12-27 18:13:21.399655,102.5,555
1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,24133,2021-12-27 18:13:21.399655,10489.5,12305
0.78,Ideal,E,SI1,60.4,57.0,5.95,6.0,3.61,4671,2021-12-27 18:13:21.399655,3782.0,3671
0.31,Good,E,SI1,63.5,55.0,4.31,4.35,2.75,50650,2021-12-27 18:13:21.399655,-212.5,544
0.76,'Very Good',G,SI2,62.0,57.0,5.82,5.86,3.62,51834,2021-12-27 18:13:21.399655,2219.5,2422
1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,16433,2021-12-27 18:13:21.399655,6929.5,6563
1.1,'Very Good',F,SI1,58.9,63.0,6.73,6.78,3.98,14242,2021-12-27 18:13:21.399655,6337.0,5769
0.5,Ideal,D,VS2,62.6,56.0,5.05,5.08,3.17,46233,2021-12-27 18:13:21.399655,2240.5,1752
0.3,Ideal,G,VVS2,61.5,55.0,4.3,4.32,2.65,28925,2021-12-27 18:13:21.399655,1052.0,684
0.54,Ideal,F,VVS2,61.2,55.0,5.25,5.27,3.22,50155,2021-12-27 18:13:21.399655,3027.0,2216
0.48,'Very Good',F,VVS1,62.3,55.0,5.02,5.05,3.13,47895,2021-12-27 18:13:21.399655,2476.5,1914
0.4,'Very Good',F,VVS2,62.8,56.0,4.69,4.73,2.96,39686,2021-12-27 18:13:21.399655,1778.5,1088
1.51,'Very Good',I,VVS1,63.0,59.0,7.24,7.3,4.58,23055,2021-12-27 18:13:21.399655,10411.5,11088
0.35,Ideal,H,IF,61.7,54.0,4.55,4.53,2.8,39903,2021-12-27 18:13:21.399655,1309.5,1103
0.82,Ideal,D,VS2,61.9,56.0,5.98,6.03,3.72,9586,2021-12-27 18:13:21.399655,4932.5,4628
1.04,Fair,F,SI1,66.9,62.0,6.22,6.15,4.14,8411,2021-12-27 18:13:21.399655,4939.0,4403
0.41,Ideal,G,VS2,61.4,54.0,4.77,4.84,2.95,33337,2021-12-27 18:13:21.399655,1152.0,827
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,14919,2021-12-27 18:13:21.399655,6582.5,6006
0.72,Ideal,H,VS1,61.6,56.0,5.76,5.79,3.55,2860,2021-12-27 18:13:21.399655,3377.0,3274
1.54,Ideal,G,VS2,61.5,57.0,7.44,7.41,4.57,23485,2021-12-27 18:13:21.399655,11028.0,11487
0.57,'Very Good',F,SI1,62.6,58.0,5.28,5.32,3.32,43324,2021-12-27 18:13:21.399655,1764.5,1403
1.15,Ideal,G,SI1,61.7,56.0,6.72,6.76,4.16,12321,2021-12-27 18:13:21.399655,6813.0,5224
0.41,Ideal,H,IF,62.9,54.0,4.74,4.71,2.97,41724,2021-12-27 18:13:21.399655,1711.0,1243
0.48,Premium,H,SI2,58.5,59.0,5.16,5.13,3.01,37182,2021-12-27 18:13:21.399655,-535.0,972
0.24,'Very Good',E,VS2,60.8,56.0,4.02,4.04,2.45,28274,2021-12-27 18:13:21.399655,159.0,362
0.65,Ideal,D,VVS1,60.9,57.0,5.58,5.61,3.41,11643,2021-12-27 18:13:21.399655,4233.0,5052
0.31,Ideal,D,VS2,62.7,55.0,4.34,4.31,2.71,36459,2021-12-27 18:13:21.399655,855.0,942
0.94,Premium,E,SI1,60.0,58.0,6.44,6.37,3.84,9338,2021-12-27 18:13:21.399655,5011.5,4580
1.0,'Very Good',F,VVS2,63.2,56.0,6.42,6.37,4.04,19920,2021-12-27 18:13:21.399655,6728.5,8467
0.72,Premium,F,SI1,59.3,60.0,5.91,5.86,3.49,48833,2021-12-27 18:13:21.399655,3010.5,2030
2.03,'Very Good',E,SI2,63.0,61.0,7.99,8.04,5.05,26245,2021-12-27 18:13:21.399655,14366.5,15690
1.01,Premium,G,SI2,60.1,60.0,6.48,6.44,3.88,7660,2021-12-27 18:13:21.399655,4436.5,4270
0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,46428,2021-12-27 18:13:21.399655,2075.0,1770
0.41,'Very Good',F,VS1,60.8,58.0,4.76,4.82,2.91,37966,2021-12-27 18:13:21.399655,1520.5,1007
1.41,Premium,F,SI2,62.7,56.0,7.21,7.15,4.5,18991,2021-12-27 18:13:21.399655,8357.0,7817
1.23,'Very Good',I,SI1,63.1,56.0,6.91,6.79,4.32,14498,2021-12-27 18:13:21.399655,6341.5,5855
0.97,Premium,I,VS2,62.2,56.0,6.34,6.29,3.94,5948,2021-12-27 18:13:21.399655,4686.5,3948
0.7,Premium,E,SI1,61.8,59.0,5.63,5.57,3.46,51627,2021-12-27 18:13:21.399655,2991.5,2396
0.41,Ideal,F,SI1,61.1,56.0,4.79,4.83,2.94,34553,2021-12-27 18:13:21.399655,736.0,870
0.51,Ideal,G,VVS1,61.9,53.0,5.14,5.2,3.2,47960,2021-12-27 18:13:21.399655,2660.0,1919
1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,9543,2021-12-27 18:13:21.399655,5028.5,4620
0.9,Good,E,VS2,63.7,54.0,6.13,6.15,3.91,10349,2021-12-27 18:13:21.399655,5159.0,4770
0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,41406,2021-12-27 18:13:21.399655,1328.5,1224
0.32,Ideal,F,IF,61.8,56.0,4.4,4.44,2.73,41199,2021-12-27 18:13:21.399655,1784.0,1204
0.32,Ideal,I,VVS2,61.5,56.0,4.42,4.4,2.71,30083,2021-12-27 18:13:21.399655,150.0,720
0.7,'Very Good',G,SI2,61.7,60.0,5.67,5.7,3.51,49657,2021-12-27 18:13:21.399655,1630.0,2141
0.33,Premium,H,VS1,60.2,62.0,4.47,4.44,2.68,30847,2021-12-27 18:13:21.399655,158.0,743
0.82,Premium,F,SI2,59.5,62.0,6.13,6.08,3.63,53521,2021-12-27 18:13:21.399655,2868.0,2688
1.61,Premium,J,IF,62.1,58.0,7.47,7.53,4.66,22135,2021-12-27 18:13:21.399655,10884.5,10165
0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,47157,2021-12-27 18:13:21.399655,2127.0,1833
0.44,Ideal,D,SI1,61.6,56.0,4.9,4.93,3.03,33712,2021-12-27 18:13:21.399655,1202.0,838
0.71,Premium,I,SI1,60.2,58.0,5.83,5.76,3.49,49863,2021-12-27 18:13:21.399655,1777.0,2173
0.71,'Very Good',D,VS2,63.1,59.0,5.64,5.67,3.57,1989,2021-12-27 18:13:21.399655,3764.5,3096
0.4,Ideal,E,VVS1,60.6,56.0,4.77,4.8,2.9,38499,2021-12-27 18:13:21.399655,2082.5,1031
1.53,Premium,G,SI1,61.7,59.0,7.4,7.31,4.54,21653,2021-12-27 18:13:21.399655,10232.0,9747
1.16,Premium,I,VS1,60.4,59.0,6.89,6.82,4.14,13212,2021-12-27 18:13:21.399655,6614.0,5457
0.55,Ideal,F,VVS2,62.3,54.0,5.27,5.29,3.29,52732,2021-12-27 18:13:21.399655,3076.0,2558
0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,2439,2021-12-27 18:13:21.399655,3202.5,3185
1.17,Ideal,F,VS1,62.2,56.0,6.77,6.74,4.2,20461,2021-12-27 18:13:21.399655,8088.5,8806
0.41,Premium,F,SI1,61.0,60.0,4.77,4.81,2.92,31170,2021-12-27 18:13:21.399655,575.5,755
0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,47887,2021-12-27 18:13:21.399655,2312.0,1912
1.0,Premium,D,VS1,61.9,55.0,6.4,6.36,3.95,19763,2021-12-27 18:13:21.399655,6810.0,8333
0.75,Fair,F,VS1,55.8,70.0,6.09,5.98,3.37,777,2021-12-27 18:13:21.399655,3221.5,2859
2.02,Ideal,I,VS1,62.3,59.0,8.02,8.06,5.01,27358,2021-12-27 18:13:21.399655,15058.0,17936
1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,8172,2021-12-27 18:13:21.399655,4906.0,4363
0.3,Ideal,E,VVS2,62.0,55.0,4.3,4.34,2.68,30808,2021-12-27 18:13:21.399655,1302.5,743
0.3,Ideal,G,VVS1,61.4,58.0,4.31,4.35,2.66,31410,2021-12-27 18:13:21.399655,1032.0,764
1.12,Ideal,E,SI2,60.5,55.0,6.73,6.79,4.09,11409,2021-12-27 18:13:21.399655,5888.5,5000
0.71,Ideal,F,VVS2,62.0,57.0,5.7,5.65,3.52,3934,2021-12-27 18:13:21.399655,4367.5,3499
0.7,Ideal,I,SI1,61.9,58.0,5.67,5.7,3.52,49034,2021-12-27 18:13:21.399655,1782.5,2054
1.5,'Very Good',J,VS2,62.6,58.0,7.25,7.29,4.55,18423,2021-12-27 18:13:21.399655,8675.0,7492
1.24,Premium,G,VS1,62.0,59.0,6.88,6.92,4.28,18744,2021-12-27 18:13:21.399655,8388.5,7660
0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,10731,2021-12-27 18:13:21.399655,-654.0,594
1.98,Premium,I,VS1,62.5,58.0,7.95,7.99,4.98,26521,2021-12-27 18:13:21.399655,14627.5,16171
0.3,Ideal,G,IF,61.7,55.0,4.34,4.31,2.67,36808,2021-12-27 18:13:21.399655,1430.5,956
0.33,Ideal,D,SI1,61.3,56.0,4.46,4.44,2.73,32063,2021-12-27 18:13:21.399655,435.0,780
0.8,Ideal,H,SI1,62.4,57.0,5.97,5.95,3.72,52708,2021-12-27 18:13:21.399655,3074.0,2553
1.08,Ideal,H,SI2,59.3,57.0,6.71,6.74,3.99,8657,2021-12-27 18:13:21.399655,4699.0,4455
0.26,Ideal,F,IF,60.9,55.0,4.15,4.23,2.55,31665,2021-12-27 18:13:21.399655,1452.0,768
0.91,Premium,F,SI2,62.6,58.0,6.14,6.09,3.83,5015,2021-12-27 18:13:21.399655,3780.5,3746
1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,17684,2021-12-27 18:13:21.399655,6491.0,7129
0.31,Ideal,D,VS2,61.8,56.0,4.39,4.35,2.7,34892,2021-12-27 18:13:21.399655,833.0,879
1.53,Premium,H,VS2,60.1,58.0,7.6,7.57,4.71,23053,2021-12-27 18:13:21.399655,10242.5,11087
1.03,'Very Good',G,SI2,59.2,63.0,6.55,6.6,3.89,8799,2021-12-27 18:13:21.399655,4517.0,4473
1.57,Premium,J,VS1,61.3,59.0,7.47,7.44,4.57,20359,2021-12-27 18:13:21.399655,9659.5,8752
0.59,Ideal,E,SI1,62.2,57.0,5.34,5.37,3.33,44907,2021-12-27 18:13:21.399655,2152.0,1630
0.58,Ideal,G,VS2,61.2,56.0,5.37,5.41,3.3,46357,2021-12-27 18:13:21.399655,2404.5,1760
0.3,'Very Good',H,VVS1,63.1,54.0,4.34,4.28,2.72,33193,2021-12-27 18:13:21.399655,401.5,819
0.53,Ideal,G,VS1,61.6,57.0,5.24,5.21,3.22,46013,2021-12-27 18:13:21.399655,2242.0,1727
0.71,Ideal,H,VS2,61.9,55.0,5.74,5.77,3.56,2452,2021-12-27 18:13:21.399655,2973.0,3189
0.33,Ideal,H,VS1,61.4,57.0,4.44,4.49,2.74,7398,2021-12-27 18:13:21.399655,324.5,579
0.92,Ideal,E,SI1,61.7,57.0,6.24,6.27,3.86,11479,2021-12-27 18:13:21.399655,4974.0,5014
0.9,Good,E,SI2,64.1,58.0,6.04,6.09,3.89,4318,2021-12-27 18:13:21.399655,3551.0,3595
0.3,'Very Good',I,VS2,60.7,56.0,4.32,4.34,2.63,3364,2021-12-27 18:13:21.399655,-724.5,407
0.31,Premium,G,SI1,61.8,58.0,4.32,4.35,2.68,27946,2021-12-27 18:13:21.399655,-309.5,431
0.44,'Very Good',F,VS1,61.2,61.0,4.83,4.88,2.97,39566,2021-12-27 18:13:21.399655,1671.5,1081
0.7,Ideal,I,VS1,61.5,56.0,5.73,5.76,3.53,52263,2021-12-27 18:13:21.399655,2712.0,2490
2.01,Ideal,I,SI2,62.1,57.0,8.07,8.03,5.0,24159,2021-12-27 18:13:21.399655,13093.0,12338
0.51,'Very Good',F,VS2,63.1,59.0,5.1,5.04,3.2,44077,2021-12-27 18:13:21.399655,1797.5,1552
0.3,Premium,I,VVS1,60.5,60.0,4.34,4.32,2.62,29767,2021-12-27 18:13:21.399655,-41.5,709
0.32,Ideal,F,VS2,62.5,56.0,4.38,4.36,2.73,33490,2021-12-27 18:13:21.399655,637.0,828
0.9,Ideal,F,SI2,61.9,57.0,6.13,6.18,3.81,9445,2021-12-27 18:13:21.399655,3821.5,4593
0.32,Premium,E,VS2,61.2,59.0,4.4,4.43,2.7,29476,2021-12-27 18:13:21.399655,599.0,702
0.38,Premium,F,VS2,60.5,59.0,4.72,4.67,2.84,38430,2021-12-27 18:13:21.399655,938.5,1026
0.3,Ideal,G,VVS1,62.6,54.0,4.25,4.28,2.67,32256,2021-12-27 18:13:21.399655,1133.0,789
1.02,Ideal,E,VS2,61.0,56.0,6.53,6.51,3.98,19605,2021-12-27 18:13:21.399655,6462.0,8225
0.41,'Very Good',F,SI1,63.1,56.0,4.73,4.69,2.97,34814,2021-12-27 18:13:21.399655,556.0,878
0.92,Ideal,F,VS1,61.3,56.0,6.26,6.3,3.85,15907,2021-12-27 18:13:21.399655,5858.5,6360
0.33,Premium,D,SI1,60.1,59.0,4.46,4.49,2.69,16361,2021-12-27 18:13:21.399655,354.5,608
0.53,Premium,G,SI1,61.3,58.0,5.16,5.21,3.18,42035,2021-12-27 18:13:21.399655,1338.0,1268
0.37,Premium,G,VS2,59.7,61.0,4.72,4.66,2.8,36499,2021-12-27 18:13:21.399655,592.5,944
0.73,Ideal,E,VS2,61.5,56.0,5.79,5.82,3.57,3061,2021-12-27 18:13:21.399655,3925.5,3310
0.83,'Very Good',D,VS1,61.3,57.2,6.02,6.11,3.72,6123,2021-12-27 18:13:21.399655,5217.0,3984
0.7,'Very Good',G,SI2,60.7,58.0,5.74,5.76,3.49,49655,2021-12-27 18:13:21.399655,1684.5,2141
0.9,Premium,G,VS2,61.7,57.0,6.21,6.11,3.8,9623,2021-12-27 18:13:21.399655,5014.5,4637
0.34,Ideal,E,VS1,62.1,56.0,4.5,4.48,2.79,38519,2021-12-27 18:13:21.399655,1142.5,1033
1.21,Ideal,J,VS2,59.6,57.0,6.98,6.94,4.15,11251,2021-12-27 18:13:21.399655,6037.0,4968
0.32,Premium,D,VVS2,61.5,60.0,4.37,4.41,2.7,36085,2021-12-27 18:13:21.399655,1489.0,926
1.62,Premium,E,SI2,60.8,59.0,7.62,7.57,4.62,21415,2021-12-27 18:13:21.399655,10392.0,9526
0.41,Ideal,E,VVS1,62.1,56.0,4.76,4.78,2.96,39048,2021-12-27 18:13:21.399655,2106.5,1057
0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.3,2.67,28155,2021-12-27 18:13:21.399655,546.5,665
1.5,'Very Good',E,SI1,60.4,59.0,7.35,7.39,4.45,23896,2021-12-27 18:13:21.399655,10272.0,12000
0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72,31317,2021-12-27 18:13:21.399655,949.0,758
1.53,Ideal,G,SI2,61.7,57.0,7.44,7.41,4.58,17927,2021-12-27 18:13:21.399655,9348.5,7240
0.7,Premium,J,VS1,60.9,58.0,5.73,5.66,3.47,48684,2021-12-27 18:13:21.399655,1719.5,2005
1.24,Ideal,G,SI2,61.4,56.0,6.98,6.92,4.27,13442,2021-12-27 18:13:21.399655,6611.0,5520
0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,47531,2021-12-27 18:13:21.399655,1092.5,1869
1.53,Premium,J,IF,61.1,58.0,7.41,7.45,4.54,21269,2021-12-27 18:13:21.399655,10114.5,9424
0.3,Premium,G,VS1,61.4,58.0,4.35,4.32,2.66,31885,2021-12-27 18:13:21.399655,481.0,776
1.02,Premium,E,SI1,62.6,58.0,6.44,6.47,4.05,12176,2021-12-27 18:13:21.399655,5734.0,5183
0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55,51335,2021-12-27 18:13:21.399655,2296.0,2362
0.35,'Very Good',D,VS1,63.0,57.0,4.48,4.51,2.83,31719,2021-12-27 18:13:21.399655,1291.5,771
0.7,'Very Good',G,VS2,58.2,59.0,5.87,5.95,3.44,52425,2021-12-27 18:13:21.399655,3241.0,2513
2.0,Premium,H,SI2,58.9,57.0,8.09,58.9,8.06,24067,2021-12-27 18:13:21.399655,13112.5,12210
1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,21506,2021-12-27 18:13:21.399655,9998.0,9600
0.94,'Very Good',E,SI2,62.0,60.0,6.19,6.22,3.85,6015,2021-12-27 18:13:21.399655,4059.0,3963
1.42,'Very Good',E,SI1,61.1,62.0,7.17,7.2,4.39,21106,2021-12-27 18:13:21.399655,9422.0,9278
1.11,Ideal,J,SI2,61.7,57.0,6.63,6.69,4.11,6647,2021-12-27 18:13:21.399655,3574.0,4092
0.31,Ideal,F,SI1,62.3,55.0,4.34,4.39,2.72,39272,2021-12-27 18:13:21.399655,22.0,490
0.55,Ideal,F,SI1,61.8,55.0,5.27,5.22,3.24,43438,2021-12-27 18:13:21.399655,1804.5,1415
0.33,'Very Good',F,SI2,63.0,58.0,4.4,4.42,2.78,28645,2021-12-27 18:13:21.399655,-1029.5,434
2.0,'Very Good',F,SI1,57.9,60.0,8.28,8.34,4.81,27729,2021-12-27 18:13:21.399655,15021.5,18759
1.22,Premium,D,SI2,61.9,60.0,6.88,6.82,4.24,17401,2021-12-27 18:13:21.399655,6768.5,6969
0.3,'Very Good',G,SI1,62.8,56.0,4.28,4.32,2.7,30609,2021-12-27 18:13:21.399655,-429.5,447
1.02,Premium,G,SI2,58.1,58.0,6.67,6.58,3.85,6590,2021-12-27 18:13:21.399655,4549.0,4078
0.41,'Very Good',H,SI1,60.0,61.0,4.77,4.83,2.88,28830,2021-12-27 18:13:21.399655,-156.5,683
1.7,Premium,F,SI2,58.5,60.0,7.87,7.8,4.58,21170,2021-12-27 18:13:21.399655,11105.0,9330
1.04,'Very Good',G,SI1,59.2,61.0,6.63,6.68,3.94,10140,2021-12-27 18:13:21.399655,5577.0,4724
0.55,Premium,I,VS2,61.7,55.0,5.35,5.29,3.28,42443,2021-12-27 18:13:21.399655,1042.0,1314
1.01,Premium,F,SI1,63.0,58.0,6.33,6.29,3.98,9602,2021-12-27 18:13:21.399655,5652.5,4632
1.2,Premium,H,SI2,62.3,58.0,6.81,6.76,4.23,12919,2021-12-27 18:13:21.399655,5648.5,5376
0.9,'Very Good',E,SI1,62.9,57.0,6.11,6.17,3.86,3975,2021-12-27 18:13:21.399655,4690.0,3510
0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,33887,2021-12-27 18:13:21.399655,575.5,844
0.52,Good,G,SI1,63.3,57.0,5.08,5.11,3.22,41746,2021-12-27 18:13:21.399655,1032.5,1244
1.52,'Very Good',F,SI1,61.4,59.0,7.39,7.46,4.56,23733,2021-12-27 18:13:21.399655,10331.5,11776
0.62,Premium,G,VS1,62.9,58.0,5.41,5.37,3.39,46432,2021-12-27 18:13:21.399655,2896.5,1770
1.25,Premium,D,SI2,59.8,55.0,7.07,7.01,4.21,9179,2021-12-27 18:13:21.399655,7200.0,4543
0.33,Premium,G,VS2,60.6,61.0,4.49,4.46,2.71,30856,2021-12-27 18:13:21.399655,317.5,743
0.5,'Very Good',H,VS1,62.5,59.0,5.01,5.04,3.14,43548,2021-12-27 18:13:21.399655,1411.0,1429
0.4,Ideal,G,SI1,61.3,55.0,4.72,4.81,2.92,39594,2021-12-27 18:13:21.399655,483.5,1084
0.91,'Very Good',H,VVS2,62.9,58.0,6.14,6.17,3.87,9780,2021-12-27 18:13:21.399655,5237.0,4665
0.3,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59,16025,2021-12-27 18:13:21.399655,-494.5,608
0.5,'Very Good',J,SI1,63.2,55.0,5.07,5.03,3.19,37803,2021-12-27 18:13:21.399655,-865.5,1000
0.7,Ideal,E,VS1,62.3,54.0,5.67,5.72,3.55,1178,2021-12-27 18:13:21.399655,4038.0,2930
0.71,Premium,E,VS2,59.9,58.0,5.81,5.78,3.47,53821,2021-12-27 18:13:21.399655,3659.5,2735
0.31,Ideal,E,VS2,61.9,55.0,4.34,4.38,2.7,28766,2021-12-27 18:13:21.399655,688.5,680
0.41,Premium,F,VVS2,61.6,59.0,4.79,4.73,2.93,38221,2021-12-27 18:13:21.399655,1823.5,1017
